Code,Description of Goods
73.04.29.00-15,"Tubes, pipes and hollow profiles, seamless, of iron (other than cast iron) or steel. - Casing, tubing and drill pipe, of a kind used in drilling for oil or gas: - Other - Casing, of an external diameter of 114.3mm or more but not exceeding 177.8mm: - Plain end, of an A.P.I. grade N80, L80, P110 or equivalent proprietary specification"
73.04.29.00-16,"Tubes, pipes and hollow profiles, seamless, of iron (other than cast iron) or steel. - Casing, tubing and drill pipe, of a kind used in drilling for oil or gas: - Other - Casing, of an external diameter of 114.3mm or more but not exceeding 177.8mm: - Threaded and coupled to A.P.I. specifications, of an A.P.I. grade N80, L80, P110 or equivalent proprietary specification"
73.04.29.00-17,"Tubes, pipes and hollow profiles, seamless, of iron (other than cast iron) or steel. - Casing, tubing and drill pipe, of a kind used in drilling for oil or gas: - Other - Casing, of an external diameter of 114.3mm or more but not exceeding 177.8mm: - Premium or semi-premium threaded and coupled, of an A.P.I. grade N80, L80, P110 or equivalent proprietary specification"
73.04.29.00-19,"Tubes, pipes and hollow profiles, seamless, of iron (other than cast iron) or steel. - Casing, tubing and drill pipe, of a kind used in drilling for oil or gas: - Other - Casing, of an external diameter of 114.3mm or more but not exceeding 177.8mm: - Other"
73.04.29.00-22,"Tubes, pipes and hollow profiles, seamless, of iron (other than cast iron) or steel. - Casing, tubing and drill pipe, of a kind used in drilling for oil or gas: - Other - Casing, of an external diameter exceeding 177.8 mm but not exceeding 298.5 mm: - Plain end, of an A.P.I. grade H-40, J-55, K-55 or equivalent proprietary specification"
73.04.29.00-23,"Tubes, pipes and hollow profiles, seamless, of iron (other than cast iron) or steel. - Casing, tubing and drill pipe, of a kind used in drilling for oil or gas: - Other - Casing, of an external diameter exceeding 177.8 mm but not exceeding 298.5 mm: - Threaded and coupled to A.P.I. specifications, of an A.P.I. grade H-40, J-55, K-55 or equivalent proprietary specification"
73.04.29.00-24,"Tubes, pipes and hollow profiles, seamless, of iron (other than cast iron) or steel. - Casing, tubing and drill pipe, of a kind used in drilling for oil or gas: - Other - Casing, of an external diameter exceeding 177.8 mm but not exceeding 298.5 mm: - Premium or semi-premium threaded and coupled, of an A.P.I. grade H-40, J-55, K-55 or equivalent proprietary specification"
73.04.29.00-25,"Tubes, pipes and hollow profiles, seamless, of iron (other than cast iron) or steel. - Casing, tubing and drill pipe, of a kind used in drilling for oil or gas: - Other - Casing, of an external diameter exceeding 177.8 mm but not exceeding 298.5 mm: - Plain end, of an A.P.I. grade N80, L80, P110 or equivalent proprietary specification"
73.04.29.00-26,"Tubes, pipes and hollow profiles, seamless, of iron (other than cast iron) or steel. - Casing, tubing and drill pipe, of a kind used in drilling for oil or gas: - Other - Casing, of an external diameter exceeding 177.8 mm but not exceeding 298.5 mm: - Threaded and coupled to A.P.I. specifications, of an A.P.I. grade N80, L80, P110 or equivalent proprietary specification"
73.04.29.00-27,"Tubes, pipes and hollow profiles, seamless, of iron (other than cast iron) or steel. - Casing, tubing and drill pipe, of a kind used in drilling for oil or gas: - Other - Casing, of an external diameter exceeding 177.8 mm but not exceeding 298.5 mm: - Premium or semi-premium threaded and coupled, of an A.P.I. grade N80, L80, P110 or equivalent proprietary specification"
73.04.29.00-29,"Tubes, pipes and hollow profiles, seamless, of iron (other than cast iron) or steel. - Casing, tubing and drill pipe, of a kind used in drilling for oil or gas: - Other - Casing, of an external diameter exceeding 177.8 mm but not exceeding 298.5 mm: - Other"
73.04.29.00-32,"Tubes, pipes and hollow profiles, seamless, of iron (other than cast iron) or steel. - Casing, tubing and drill pipe, of a kind used in drilling for oil or gas: - Other - Casing, of an external diameter exceeding 298.5 mm: - Plain end, of an A.P.I. grade H-40, J-55, K-55 or equivalent proprietary specification"
73.04.29.00-33,"Tubes, pipes and hollow profiles, seamless, of iron (other than cast iron) or steel. - Casing, tubing and drill pipe, of a kind used in drilling for oil or gas: - Other - Casing, of an external diameter exceeding 298.5 mm: - Threaded and coupled to A.P.I. specifications, of an A.P.I. grade H-40, J-55, K-55 or equivalent proprietary specification"
73.04.29.00-34,"Tubes, pipes and hollow profiles, seamless, of iron (other than cast iron) or steel. - Casing, tubing and drill pipe, of a kind used in drilling for oil or gas: - Other - Casing, of an external diameter exceeding 298.5 mm: - Premium or semi-premium threaded and coupled, of an A.P.I. grade H-40, J-55, K-55 or equivalent proprietary specification"
73.04.29.00-35,"Tubes, pipes and hollow profiles, seamless, of iron (other than cast iron) or steel. - Casing, tubing and drill pipe, of a kind used in drilling for oil or gas: - Other - Casing, of an external diameter exceeding 298.5 mm: - Plain end, of an A.P.I. grade N80, L80, P110 or equivalent proprietary specification"
73.04.29.00-36,"Tubes, pipes and hollow profiles, seamless, of iron (other than cast iron) or steel. - Casing, tubing and drill pipe, of a kind used in drilling for oil or gas: - Other - Casing, of an external diameter exceeding 298.5 mm: - Threaded and coupled to A.P.I. specifications, of an A.P.I. grade N80, L80, P110 or equivalent proprietary specification"
73.04.29.00-37,"Tubes, pipes and hollow profiles, seamless, of iron (other than cast iron) or steel. - Casing, tubing and drill pipe, of a kind used in drilling for oil or gas: - Other - Casing, of an external diameter exceeding 298.5 mm: - Premium or semi-premium threaded and coupled, of an A.P.I. grade N80, L80, P110 or equivalent proprietary specification"
73.04.29.00-39,"Tubes, pipes and hollow profiles, seamless, of iron (other than cast iron) or steel. - Casing, tubing and drill pipe, of a kind used in drilling for oil or gas: - Other - Casing, of an external diameter exceeding 298.5 mm: - Other"
73.04.29.00-42,"Tubes, pipes and hollow profiles, seamless, of iron (other than cast iron) or steel. - Casing, tubing and drill pipe, of a kind used in drilling for oil or gas: - Other - Tubing, of an external diameter not exceeding 60.2 mm: - Plain end, of an A.P.I. grade H-40, J-55, K-55 or equivalent proprietary specification"
73.04.29.00-43,"Tubes, pipes and hollow profiles, seamless, of iron (other than cast iron) or steel. - Casing, tubing and drill pipe, of a kind used in drilling for oil or gas: - Other - Tubing, of an external diameter not exceeding 60.2 mm: - Threaded and coupled to A.P.I. specifications, of an A.P.I. grade H-40, J-55, K-55 or equivalent proprietary specification"
73.04.29.00-44,"Tubes, pipes and hollow profiles, seamless, of iron (other than cast iron) or steel. - Casing, tubing and drill pipe, of a kind used in drilling for oil or gas: - Other - Tubing, of an external diameter not exceeding 60.2 mm: - Premium or semi-premium threaded and coupled, of an A.P.I. grade H-40, J-55, K-55 or equivalent proprietary specification"
73.04.29.00-45,"Tubes, pipes and hollow profiles, seamless, of iron (other than cast iron) or steel. - Casing, tubing and drill pipe, of a kind used in drilling for oil or gas: - Other - Tubing, of an external diameter not exceeding 60.2 mm: - Plain end, of an A.P.I. grade N80, L80, P110 or equivalent proprietary specification"
73.04.29.00-46,"Tubes, pipes and hollow profiles, seamless, of iron (other than cast iron) or steel. - Casing, tubing and drill pipe, of a kind used in drilling for oil or gas: - Other - Tubing, of an external diameter not exceeding 60.2 mm: - Threaded and coupled to A.P.I. specifications, of an A.P.I. grade N80, L80, P110 or equivalent proprietary specification"
73.04.29.00-47,"Tubes, pipes and hollow profiles, seamless, of iron (other than cast iron) or steel. - Casing, tubing and drill pipe, of a kind used in drilling for oil or gas: - Other - Tubing, of an external diameter not exceeding 60.2 mm: - Premium or semi-premium threaded and coupled, of an A.P.I. grade N80, L80, P110 or equivalent proprietary specification"
73.04.29.00-49,"Tubes, pipes and hollow profiles, seamless, of iron (other than cast iron) or steel. - Casing, tubing and drill pipe, of a kind used in drilling for oil or gas: - Other - Tubing, of an external diameter not exceeding 60.2 mm: - Other"
73.04.29.00-52,"Tubes, pipes and hollow profiles, seamless, of iron (other than cast iron) or steel. - Casing, tubing and drill pipe, of a kind used in drilling for oil or gas: - Other - Tubing, of an external diameter of 60.3 mm: - Plain end, of an A.P.I. grade H-40, J-55, K-55 or equivalent proprietary specification"
73.04.29.00-53,"Tubes, pipes and hollow profiles, seamless, of iron (other than cast iron) or steel. - Casing, tubing and drill pipe, of a kind used in drilling for oil or gas: - Other - Tubing, of an external diameter of 60.3 mm: - Threaded and coupled to A.P.I. specifications, of an A.P.I. grade H-40, J-55, K-55 or equivalent proprietary specification"
73.04.29.00-54,"Tubes, pipes and hollow profiles, seamless, of iron (other than cast iron) or steel. - Casing, tubing and drill pipe, of a kind used in drilling for oil or gas: - Other - Tubing, of an external diameter of 60.3 mm: - Premium or semi-premium threaded and coupled, of an A.P.I. grade H-40, J-55, K-55 or equivalent proprietary specification"
73.04.29.00-55,"Tubes, pipes and hollow profiles, seamless, of iron (other than cast iron) or steel. - Casing, tubing and drill pipe, of a kind used in drilling for oil or gas: - Other - Tubing, of an external diameter of 60.3 mm: - Plain end, of an A.P.I. grade N80, L80, P110 or equivalent proprietary specification"
73.04.29.00-56,"Tubes, pipes and hollow profiles, seamless, of iron (other than cast iron) or steel. - Casing, tubing and drill pipe, of a kind used in drilling for oil or gas: - Other - Tubing, of an external diameter of 60.3 mm: - Threaded and coupled to A.P.I. specifications, of an A.P.I. grade N80, L80, P110 or equivalent proprietary specification"
73.04.29.00-57,"Tubes, pipes and hollow profiles, seamless, of iron (other than cast iron) or steel. - Casing, tubing and drill pipe, of a kind used in drilling for oil or gas: - Other - Tubing, of an external diameter of 60.3 mm: - Premium or semi-premium threaded and coupled, of an A.P.I. grade N80, L80, P110 or equivalent proprietary specification"
73.04.29.00-59,"Tubes, pipes and hollow profiles, seamless, of iron (other than cast iron) or steel. - Casing, tubing and drill pipe, of a kind used in drilling for oil or gas: - Other - Tubing, of an external diameter of 60.3 mm: - Other"
73.04.29.00-62,"Tubes, pipes and hollow profiles, seamless, of iron (other than cast iron) or steel. - Casing, tubing and drill pipe, of a kind used in drilling for oil or gas: - Other - Tubing, of an external diameter exceeding 60.3 mm but not exceeding 73 mm: - Plain end, of an A.P.I. grade H-40, J-55, K-55 or equivalent proprietary specification"
